UnixTime,Longitude,Latitude,Speed,Fix Quality,Altitude,SNR
1700092539.8611414,,,0.0,,,
1700092541.3653762,,,0.0,,,
1700092542.8682435,,,0.0,,,
1700092539.8611414,,,0.0,,,
1700092541.3653762,,,0.0,,,
1700092542.8682435,,,0.0,,,
1700092544.3735049,,,0.0,,,
1700092545.8771987,,,0.0,,,
1700092547.3806777,,,0.0,,,
1700092548.8834817,,,0.0,,,
