Mag1X,Mag1Y,Mag1Z,Mag2X,Mag2Y,Mag2Z
28.866666666666667,-15.706666666666667,24.12,6.28,31.186666666666667,23.32
28.866666666666667,-15.706666666666667,24.12,6.2266666666666675,31.14666666666667,23.42666666666667
28.973333333333336,-15.72,24.10666666666667,6.2,31.14666666666667,23.32
28.866666666666667,-15.693333333333335,24.133333333333336,6.133333333333334,31.040000000000003,22.813333333333336
28.92,-15.746666666666668,24.12,6.2,31.14666666666667,23.346666666666668
28.853333333333335,-15.706666666666667,24.16,6.2,31.10666666666667,23.386666666666667
28.893333333333334,-15.733333333333334,24.186666666666667,6.213333333333334,31.133333333333336,23.44
28.853333333333335,-15.760000000000002,24.06666666666667,6.28,31.093333333333334,23.493333333333336
28.90666666666667,-15.760000000000002,24.173333333333336,6.253333333333334,31.173333333333336,23.373333333333335
28.853333333333335,-15.760000000000002,24.133333333333336,6.24,31.22666666666667,23.413333333333334
28.866666666666667,-15.666666666666668,24.026666666666667,6.186666666666667,31.10666666666667,23.066666666666666
28.840000000000003,-15.706666666666667,24.12,6.173333333333334,31.133333333333336,23.373333333333335
28.853333333333335,-15.706666666666667,24.093333333333334,6.253333333333334,31.10666666666667,23.373333333333335
28.880000000000003,-15.746666666666668,24.14666666666667,5.96,31.14666666666667,23.360000000000003
28.880000000000003,-15.733333333333334,24.133333333333336,6.2666666666666675,31.093333333333334,23.346666666666668
28.866666666666667,-15.8,24.12,6.2,31.10666666666667,23.400000000000002
28.90666666666667,-15.72,24.173333333333336,6.24,31.12,23.386666666666667
28.840000000000003,-15.746666666666668,24.12,6.32,31.133333333333336,23.413333333333334
28.94666666666667,-15.706666666666667,24.12,6.213333333333334,31.173333333333336,23.373333333333335
28.866666666666667,-15.746666666666668,24.12,6.173333333333334,30.826666666666668,23.42666666666667
28.880000000000003,-15.72,24.10666666666667,6.2,31.133333333333336,23.346666666666668
28.880000000000003,-15.746666666666668,24.10666666666667,6.2266666666666675,31.10666666666667,23.386666666666667
28.880000000000003,-15.773333333333335,24.053333333333335,6.2266666666666675,31.133333333333336,23.333333333333336
28.893333333333334,-15.72,24.12,6.2266666666666675,31.14666666666667,23.360000000000003
28.94666666666667,-15.760000000000002,24.080000000000002,6.2266666666666675,31.093333333333334,23.42666666666667
28.92,-15.653333333333334,24.12,6.2266666666666675,31.053333333333335,23.413333333333334
28.866666666666667,-15.733333333333334,24.093333333333334,6.253333333333334,31.053333333333335,23.400000000000002
28.92,-15.760000000000002,24.14666666666667,6.253333333333334,31.093333333333334,23.413333333333334
28.866666666666667,-15.666666666666668,24.12,6.24,31.133333333333336,23.400000000000002
28.8,-15.706666666666667,24.12,6.2266666666666675,31.173333333333336,23.373333333333335
28.893333333333334,-15.746666666666668,24.10666666666667,6.186666666666667,31.173333333333336,23.386666666666667
28.853333333333335,-15.746666666666668,24.10666666666667,6.2266666666666675,31.160000000000004,23.373333333333335
28.880000000000003,-15.680000000000001,24.053333333333335,6.146666666666667,31.133333333333336,23.346666666666668
28.893333333333334,-15.733333333333334,24.053333333333335,6.306666666666667,31.14666666666667,23.373333333333335
28.893333333333334,-16.026666666666667,24.053333333333335,6.2266666666666675,31.10666666666667,23.453333333333333
28.853333333333335,-15.746666666666668,24.12,6.186666666666667,31.14666666666667,23.400000000000002
28.96,-15.746666666666668,24.093333333333334,6.333333333333334,31.06666666666667,23.346666666666668
28.90666666666667,-15.733333333333334,24.133333333333336,6.253333333333334,31.14666666666667,23.333333333333336
28.90666666666667,-15.733333333333334,24.14666666666667,6.293333333333334,31.133333333333336,23.386666666666667
28.880000000000003,-15.693333333333335,24.10666666666667,6.253333333333334,31.12,23.400000000000002
28.866666666666667,-15.893333333333334,24.06666666666667,6.173333333333334,31.160000000000004,23.373333333333335
28.826666666666668,-15.733333333333334,24.080000000000002,6.24,31.14666666666667,23.386666666666667
28.933333333333334,-15.760000000000002,24.12,6.24,31.10666666666667,23.360000000000003
28.90666666666667,-15.693333333333335,24.093333333333334,6.2,31.160000000000004,23.386666666666667
28.880000000000003,-15.760000000000002,24.133333333333336,6.24,31.040000000000003,23.093333333333334
28.893333333333334,-15.760000000000002,24.12,6.253333333333334,31.093333333333334,23.400000000000002
29.000000000000004,-15.760000000000002,24.10666666666667,6.293333333333334,31.093333333333334,23.333333333333336
28.90666666666667,-15.733333333333334,24.133333333333336,6.253333333333334,31.12,23.30666666666667
28.893333333333334,-15.760000000000002,24.093333333333334,6.24,31.093333333333334,23.400000000000002
28.880000000000003,-15.64,24.080000000000002,6.2266666666666675,31.133333333333336,23.44
28.840000000000003,-16.173333333333336,24.080000000000002,6.133333333333334,31.013333333333335,23.413333333333334
28.90666666666667,-15.706666666666667,24.080000000000002,6.24,31.14666666666667,23.400000000000002
28.8,-15.760000000000002,24.12,6.253333333333334,31.14666666666667,23.453333333333333
28.880000000000003,-16.333333333333336,24.16,6.306666666666667,31.160000000000004,23.733333333333334
28.893333333333334,-15.746666666666668,24.093333333333334,6.253333333333334,31.080000000000002,23.400000000000002
28.933333333333334,-15.733333333333334,24.10666666666667,6.346666666666667,31.06666666666667,23.400000000000002
28.933333333333334,-16.053333333333335,24.173333333333336,6.24,31.12,23.333333333333336
28.92,-15.706666666666667,24.12,6.24,31.06666666666667,23.453333333333333
