Mag1X,Mag1Y,Mag1Z,Mag2X,Mag2Y,Mag2Z
-17.973333333333333,28.813333333333336,24.96,-27.400000000000002,-17.506666666666668,21.226666666666667
-18.013333333333335,28.8,24.90666666666667,-27.453333333333337,-17.48,21.293333333333333
-18.040000000000003,28.840000000000003,24.893333333333334,-27.453333333333337,-17.533333333333335,21.32
-18.026666666666667,28.8,24.90666666666667,-27.546666666666667,-17.386666666666667,21.32
-18.066666666666666,28.493333333333336,25.013333333333335,-27.48,-17.506666666666668,21.30666666666667
-17.973333333333333,28.78666666666667,24.94666666666667,-27.400000000000002,-17.546666666666667,21.333333333333336
-18.066666666666666,28.893333333333334,24.933333333333334,-27.44,-17.506666666666668,21.386666666666667
-18.053333333333335,28.893333333333334,24.560000000000002,-27.546666666666667,-17.533333333333335,21.373333333333335
-18.040000000000003,28.813333333333336,24.78666666666667,-27.520000000000003,-17.506666666666668,21.30666666666667
-18.0,28.840000000000003,24.94666666666667,-27.453333333333337,-17.506666666666668,21.213333333333335
-18.093333333333334,28.8,24.90666666666667,-27.573333333333334,-17.58666666666667,21.253333333333334
-18.026666666666667,28.866666666666667,24.92,-27.493333333333336,-17.546666666666667,21.32
-18.066666666666666,28.8,25.053333333333335,-27.573333333333334,-17.493333333333336,21.30666666666667
-18.013333333333335,28.813333333333336,24.94666666666667,-27.48,-17.48,21.333333333333336
-18.10666666666667,28.826666666666668,24.90666666666667,-27.6,-17.533333333333335,21.386666666666667
-18.026666666666667,28.773333333333333,24.94666666666667,-27.44,-17.413333333333334,21.293333333333333
-18.013333333333335,28.720000000000002,24.92,-27.46666666666667,-17.413333333333334,21.32
-18.0,28.94666666666667,24.76,-27.533333333333335,-17.46666666666667,21.200000000000003
-18.12,28.94666666666667,24.8,-27.44,-17.52,21.293333333333333
-17.973333333333333,28.853333333333335,24.933333333333334,-27.493333333333336,-17.453333333333333,21.346666666666668
-18.026666666666667,28.853333333333335,24.92,-27.48,-17.493333333333336,21.400000000000002
-18.040000000000003,28.840000000000003,24.973333333333336,-27.44,-17.493333333333336,21.293333333333333
-18.040000000000003,28.840000000000003,24.826666666666668,-27.546666666666667,-17.52,21.30666666666667
-18.0,28.853333333333335,25.0,-27.44,-17.573333333333334,21.30666666666667
-18.12,28.826666666666668,24.933333333333334,-27.48,-17.48,21.293333333333333
-17.96,28.813333333333336,24.94666666666667,-27.42666666666667,-17.52,21.386666666666667
-18.093333333333334,28.76,24.933333333333334,-27.48,-17.52,21.360000000000003
-18.040000000000003,28.826666666666668,24.94666666666667,-27.44,-17.493333333333336,21.32
-18.040000000000003,28.813333333333336,24.880000000000003,-27.48,-17.546666666666667,21.30666666666667
-18.080000000000002,28.680000000000003,25.226666666666667,-27.533333333333335,-17.506666666666668,21.293333333333333
-17.96,28.74666666666667,24.94666666666667,-27.48,-17.48,21.30666666666667
-18.026666666666667,28.880000000000003,24.933333333333334,-27.533333333333335,-17.493333333333336,21.30666666666667
-17.933333333333334,28.693333333333335,24.880000000000003,-27.48,-17.413333333333334,21.200000000000003
