Mag1X,Mag1Y,Mag1Z,Mag2X,Mag2Y,Mag2Z
4.32,17.546666666666667,20.213333333333335,-6.453333333333334,-15.520000000000001,19.240000000000002
3.986666666666667,18.013333333333335,20.333333333333336,-6.32,-15.440000000000001,19.293333333333333
4.173333333333334,17.58666666666667,20.080000000000002,-6.32,-15.453333333333335,19.26666666666667
4.1466666666666665,17.666666666666668,20.200000000000003,-6.093333333333334,-15.48,19.240000000000002
4.093333333333334,17.666666666666668,20.10666666666667,-6.333333333333334,-15.626666666666667,19.28
4.106666666666667,17.653333333333336,20.173333333333336,-6.373333333333334,-15.573333333333334,19.226666666666667
4.173333333333334,17.546666666666667,20.200000000000003,-6.333333333333334,-15.533333333333335,19.173333333333336
4.04,17.76,20.0,-6.32,-15.466666666666667,19.240000000000002
4.066666666666667,17.720000000000002,20.12,-6.2266666666666675,-15.64,19.373333333333335
4.12,17.613333333333333,20.200000000000003,-6.213333333333334,-15.533333333333335,19.360000000000003
4.333333333333334,17.720000000000002,20.16,-6.293333333333334,-15.626666666666667,19.453333333333333
4.2,17.546666666666667,20.346666666666668,-6.146666666666667,-15.533333333333335,19.386666666666667
4.08,17.666666666666668,20.080000000000002,-6.2,-15.733333333333334,19.386666666666667
4.106666666666667,17.44,20.093333333333334,-6.2,-15.493333333333334,19.400000000000002
4.133333333333334,17.62666666666667,20.16,-6.186666666666667,-15.72,19.453333333333333
4.1466666666666665,17.666666666666668,20.066666666666666,-6.2266666666666675,-15.573333333333334,19.400000000000002
4.1466666666666665,17.64,20.226666666666667,-6.213333333333334,-15.746666666666668,19.386666666666667
4.16,17.62666666666667,20.066666666666666,-6.36,-15.440000000000001,19.333333333333336
4.16,17.560000000000002,20.240000000000002,-6.333333333333334,-15.746666666666668,19.26666666666667
4.04,17.64,20.186666666666667,-6.48,-15.306666666666668,19.293333333333333
4.173333333333334,17.64,19.94666666666667,-6.36,-15.440000000000001,19.240000000000002
4.173333333333334,17.213333333333335,20.386666666666667,-6.28,-15.573333333333334,19.253333333333334
4.106666666666667,17.6,20.16,-6.36,-15.493333333333334,19.226666666666667
4.253333333333334,17.653333333333336,20.16,-6.293333333333334,-15.48,19.386666666666667
4.066666666666667,17.386666666666667,20.493333333333336,-6.333333333333334,-15.453333333333335,19.30666666666667
4.16,17.506666666666668,20.240000000000002,-6.2666666666666675,-15.520000000000001,19.32
4.16,17.613333333333333,20.133333333333333,-6.213333333333334,-15.546666666666667,19.30666666666667
4.093333333333334,17.666666666666668,20.16,-6.24,-15.093333333333334,19.333333333333336
4.32,17.573333333333334,20.12,-6.2,-15.653333333333334,19.173333333333336
4.026666666666667,17.773333333333333,20.26666666666667,-6.173333333333334,-15.573333333333334,19.42666666666667
4.053333333333334,17.133333333333333,19.96,-6.146666666666667,-15.653333333333334,19.226666666666667
4.16,17.493333333333336,20.44,-6.2666666666666675,-15.56,19.30666666666667
4.1866666666666665,17.533333333333335,20.240000000000002,-6.213333333333334,-15.520000000000001,19.373333333333335
4.04,17.653333333333336,20.14666666666667,-6.28,-15.533333333333335,19.44
4.133333333333334,17.64,20.12,-6.306666666666667,-15.546666666666667,19.373333333333335
4.1466666666666665,17.533333333333335,20.253333333333334,-6.293333333333334,-15.573333333333334,19.293333333333333
4.053333333333334,17.6,20.133333333333333,-6.24,-15.546666666666667,19.400000000000002
4.24,17.560000000000002,20.186666666666667,-6.24,-15.466666666666667,19.333333333333336
4.133333333333334,17.613333333333333,20.200000000000003,-6.213333333333334,-15.56,19.48
4.12,17.173333333333336,20.32,-6.32,-15.506666666666668,19.293333333333333
4.2,17.64,20.013333333333335,-6.36,-15.506666666666668,19.26666666666667
4.066666666666667,17.613333333333333,20.173333333333336,-6.333333333333334,-15.493333333333334,19.373333333333335
4.093333333333334,17.546666666666667,20.14666666666667,-6.28,-15.520000000000001,19.200000000000003
4.253333333333334,17.533333333333335,20.226666666666667,-6.413333333333334,-15.466666666666667,19.30666666666667
4.093333333333334,17.293333333333333,20.226666666666667,-6.373333333333334,-15.546666666666667,19.400000000000002
4.133333333333334,17.506666666666668,20.12,-6.2266666666666675,-15.466666666666667,19.30666666666667
4.266666666666667,17.666666666666668,20.200000000000003,-6.333333333333334,-15.413333333333334,19.30666666666667
4.12,17.613333333333333,20.12,-6.346666666666667,-15.760000000000002,19.46666666666667
4.213333333333334,17.573333333333334,20.26666666666667,-6.373333333333334,-15.453333333333335,19.346666666666668
4.026666666666667,17.720000000000002,20.213333333333335,-6.173333333333334,-15.613333333333335,19.293333333333333
4.213333333333334,17.346666666666668,20.040000000000003,-6.2266666666666675,-15.520000000000001,19.333333333333336
4.24,17.48,20.226666666666667,-6.186666666666667,-15.693333333333335,19.44
4.12,17.706666666666667,20.186666666666667,-6.253333333333334,-15.666666666666668,19.400000000000002
4.106666666666667,17.68,20.213333333333335,-6.28,-15.600000000000001,19.400000000000002
4.04,17.613333333333333,20.200000000000003,-6.253333333333334,-15.56,19.240000000000002
3.9333333333333336,18.026666666666667,20.333333333333336,-6.346666666666667,-15.56,19.78666666666667
4.093333333333334,17.653333333333336,19.853333333333335,-6.28,-15.573333333333334,19.333333333333336
4.08,17.653333333333336,20.213333333333335,-6.36,-15.440000000000001,19.28
