Mag1X,Mag1Y,Mag1Z,Mag2X,Mag2Y,Mag2Z
-17.986666666666668,28.826666666666668,25.0,-27.46666666666667,-17.453333333333333,21.32
-17.94666666666667,28.76,24.893333333333334,-27.546666666666667,-17.46666666666667,21.213333333333335
-17.893333333333334,28.826666666666668,24.986666666666668,-27.48,-17.453333333333333,21.16
-18.080000000000002,28.893333333333334,24.96,-27.46666666666667,-17.42666666666667,21.28
-17.986666666666668,28.866666666666667,24.96,-27.493333333333336,-17.48,21.293333333333333
-18.053333333333335,28.840000000000003,24.880000000000003,-27.533333333333335,-17.506666666666668,21.293333333333333
-18.013333333333335,28.840000000000003,24.94666666666667,-27.493333333333336,-17.533333333333335,21.30666666666667
-18.040000000000003,28.826666666666668,24.92,-27.373333333333335,-17.560000000000002,21.400000000000002
-18.053333333333335,28.866666666666667,24.90666666666667,-27.42666666666667,-17.506666666666668,21.32
-18.066666666666666,28.893333333333334,24.986666666666668,-27.22666666666667,-17.373333333333335,21.28
-18.040000000000003,28.893333333333334,24.84,-27.546666666666667,-17.493333333333336,21.240000000000002
-17.986666666666668,28.8,24.973333333333336,-27.360000000000003,-17.506666666666668,21.26666666666667
-18.12,28.880000000000003,24.866666666666667,-27.360000000000003,-17.46666666666667,21.293333333333333
-17.826666666666668,28.8,24.90666666666667,-27.453333333333337,-17.42666666666667,21.253333333333334
-18.10666666666667,28.893333333333334,24.893333333333334,-27.400000000000002,-17.533333333333335,21.333333333333336
-17.973333333333333,28.78666666666667,24.92,-27.493333333333336,-17.533333333333335,21.28
-18.080000000000002,28.866666666666667,24.880000000000003,-27.46666666666667,-17.52,21.30666666666667
-18.0,28.866666666666667,24.94666666666667,-27.493333333333336,-17.44,21.30666666666667
-18.0,28.826666666666668,24.933333333333334,-27.493333333333336,-17.413333333333334,21.30666666666667
-18.040000000000003,28.933333333333334,24.973333333333336,-27.546666666666667,-17.46666666666667,21.42666666666667
-17.96,28.853333333333335,24.94666666666667,-27.533333333333335,-17.44,21.26666666666667
-18.040000000000003,28.76,24.933333333333334,-27.44,-17.52,21.28
-18.066666666666666,28.90666666666667,24.92,-27.533333333333335,-17.413333333333334,21.213333333333335
-18.0,28.840000000000003,24.933333333333334,-27.573333333333334,-17.453333333333333,21.28
-17.893333333333334,28.76,24.986666666666668,-27.573333333333334,-17.42666666666667,21.240000000000002
-18.053333333333335,28.94666666666667,24.92,-27.453333333333337,-17.653333333333336,21.32
-17.986666666666668,28.826666666666668,24.96,-27.44,-17.453333333333333,21.26666666666667
-18.026666666666667,28.880000000000003,24.96,-27.546666666666667,-17.386666666666667,21.28
-18.0,28.813333333333336,24.973333333333336,-27.46666666666667,-17.493333333333336,21.360000000000003
-18.093333333333334,28.78666666666667,24.933333333333334,-27.44,-17.48,21.346666666666668
-18.053333333333335,28.893333333333334,24.78666666666667,-27.44,-17.48,21.240000000000002
-18.013333333333335,28.76,24.96,-27.44,-17.46666666666667,21.26666666666667
-18.0,28.8,24.973333333333336,-27.360000000000003,-17.44,21.253333333333334
-18.053333333333335,28.826666666666668,24.880000000000003,-27.346666666666668,-17.453333333333333,21.360000000000003
-18.026666666666667,28.8,24.986666666666668,-27.373333333333335,-17.493333333333336,21.30666666666667
-17.94666666666667,28.693333333333335,24.94666666666667,-27.30666666666667,-17.52,21.28
-18.080000000000002,28.92,24.893333333333334,-27.400000000000002,-17.506666666666668,21.28
-17.973333333333333,28.76,24.866666666666667,-27.42666666666667,-17.506666666666668,21.32
-18.0,28.840000000000003,24.880000000000003,-27.546666666666667,-17.52,21.32
-18.0,28.826666666666668,24.933333333333334,-27.493333333333336,-17.52,21.32
-17.96,28.8,24.893333333333334,-27.44,-17.46666666666667,21.333333333333336
-17.973333333333333,28.853333333333335,24.94666666666667,-27.533333333333335,-17.400000000000002,21.32
-18.0,28.8,24.986666666666668,-27.506666666666668,-17.493333333333336,21.42666666666667
-18.026666666666667,28.8,24.973333333333336,-27.533333333333335,-17.46666666666667,21.32
-18.013333333333335,28.826666666666668,24.880000000000003,-27.413333333333334,-17.52,21.293333333333333
