Data
1699388781.2009442
0
-000135
 000245
 001130
 004704
-001480
 016312
 000000
 000000
 000000
0
0
0
0
0
11.35657
53192140
0
52.1
10.572916666666668
1.1329484374999998
3.0083298841059603
1.1328691406249998
4.544898343373494
1.1329484374999998
10.572916666666668
1.1329484374999998
62.26298046689544
62.26298046689544
0
0
0
0
0
0
0
-26.706666666666667
-15.786666666666667
22.706666666666667
-29.373333333333335
32.38666666666667
12.840000000000002
