Data
1699387660.1564422
0
 000009
 000078
-000006
 004536
-002176
 016288
 000000
 000000
 000000
0
0
0
0
0
10.57429
53193044
0
51.1
10.572916666666668
1.1329484374999998
3.0083298841059603
1.1328691406249998
4.544898343373494
1.1329484374999998
10.572916666666668
1.1329484374999998
62.26298046689544
62.26298046689544
0
0
0
0
0
0
0
-27.040000000000003
-16.066666666666666
22.693333333333335
-29.613333333333337
32.586666666666666
12.906666666666668
