Distance,SNR (dB)
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
9490.833093049032,49.969143955717506
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
1.1856672827318566,128.03597395142558
9490.833093049032,49.969143955717506
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
6577.4352928260005,53.154098987930986
