UnixTime,PacketCount,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,BatteryTemp1,BatteryTemp2,BMETemp,BMEPressure,BMEHumidity,UsedRam,FreeMemory,CPULoad,CPUTemp,BattRawVoltage,BattRawCurrent,V3v3,I3v3,V5v0,I5v0,VvBatt,IvBatt,RegTemp3v3,RegTemp5v0,GPSLat,GPSLatNS,GPSLn,GPSLonEW,GPSAlt,GPSVelocity,GPSSNR,Mag1X,Mag1Y,Mag1Z,Mag2X,Mag2Y,Mag2Z
1699570594.43522,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.38,22.55,984.42,23.922,2.50896,53721640,None,42.3,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570604.4445288,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.38,22.55,984.43,23.959,2.53444,53721620,None,40.9,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570614.4444935,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.54,984.38,23.933,2.53833,53721620,None,41.3,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570624.4445007,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.55,984.39,23.906,2.41413,53721620,None,41.3,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570634.4444907,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.55,984.42,23.869,2.40243,53721604,None,40.4,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570644.4444616,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.55,984.44,23.928,2.44489,53721604,None,43.3,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570654.442219,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.56,984.41,24.067,3.15763,53721604,None,44.8,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570664.442182,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.55,984.44,24.038,3.20208,53721588,None,48.2,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570674.4421802,None,179,162,-27,-192,88,17056,-46,0,385,21.31,21.31,22.55,984.42,23.954,3.20372,53721588,None,52.1,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
1699570684.4421785,None,179,162,-27,-192,88,17056,-46,0,385,21.25,21.31,22.55,984.43,23.98,3.19735,53721576,None,53.5,10.572916666666668,1.1329484374999998,3.0083298841059603,1.1328691406249998,4.544898343373494,1.1329484374999998,10.572916666666668,1.1329484374999998,62.26298046689544,62.26298046689544,None,None,None,None,None,None,None,28.773333333333333,-15.693333333333335,24.133333333333336,6.2266666666666675,31.12,23.42666666666667
